Employee ID,Age,Gender,Education Level,Marital Status,Tenure,Job Role,Department,Salary,Work Location,Performance Rating,Projects Completed,Training Hours,Promotions,Overtime Hours,Satisfaction Level,Work-Life Balance,Average Monthly Hours Worked,Absenteeism,Distance from Home,Manager Feedback Score,Churn
E02653,35,Female,High School,Single,13,Analyst,HR,111217,Hybrid,1,4,72,0,48,0.85,Average,286,0,45,7.5,0
E02654,32,Male,Bachelor's,Married,3,Developer,HR,65051,On-site,2,44,19,0,14,0.3,Average,284,8,36,1.4,0
E02655,56,Male,Bachelor's,Divorced,13,Manager,IT,128969,On-site,3,18,18,0,39,0.36,Average,279,6,22,6.5,0
E02656,35,Male,High School,Married,9,Analyst,Sales,79440,On-site,2,2,15,0,34,0.61,Good,159,4,4,2.7,0
E02657,51,Female,Bachelor's,Married,1,Analyst,Sales,92188,On-site,1,39,61,0,7,0.14,Average,298,17,6,5.3,0
E02658,25,Other,Master's,Divorced,14,Developer,IT,46805,Remote,2,13,28,0,2,0.19,Excellent,268,11,38,4.8,0
E02659,25,Male,Master's,Married,10,Developer,Marketing,124598,On-site,4,46,97,0,22,0.99,Poor,252,7,23,3.9,0
E02660,49,Male,Bachelor's,Single,0,Manager,Sales,122892,On-site,2,39,91,0,4,0.79,Poor,259,17,13,2.1,0
E02661,29,Female,Master's,Married,4,Sales,Sales,75811,Remote,3,39,33,0,42,0.11,Average,257,9,39,5.3,0
E02662,23,Female,Bachelor's,Single,5,Developer,Marketing,129332,On-site,2,44,80,0,5,0.12,Poor,277,1,0,6.4,0
E02663,43,Male,High School,Married,10,Developer,HR,68024,On-site,4,22,3,0,23,0.39,Average,262,14,41,6.3,1
E02664,37,Female,PhD,Divorced,1,Analyst,IT,33468,On-site,2,26,54,0,43,1.0,Average,199,18,19,7.8,0
E02665,50,Female,Master's,Single,9,Manager,Sales,147671,On-site,5,36,51,0,21,0.98,Average,158,10,19,3.9,0
E02666,51,Male,Bachelor's,Married,5,Sales,Sales,108895,On-site,1,12,97,0,10,0.47,Good,255,1,46,9.9,1
E02667,33,Female,Bachelor's,Married,5,Manager,IT,108381,On-site,3,43,29,0,32,0.44,Average,248,4,34,4.4,0
E02668,56,Female,Bachelor's,Single,7,Developer,IT,35183,On-site,1,21,58,0,40,0.59,Average,192,13,43,1.1,0
E02669,32,Female,High School,Married,7,Developer,IT,149487,On-site,3,10,63,0,23,0.66,Poor,173,8,48,2.9,1
E02670,42,Male,Bachelor's,Married,5,Sales,IT,48972,On-site,1,14,37,0,23,0.26,Average,230,18,35,5.2,0
E02671,42,Male,Bachelor's,Single,6,Analyst,Marketing,127809,On-site,3,28,29,0,25,0.17,Poor,197,17,35,5.7,0
E02672,26,Male,Master's,Married,3,Developer,IT,109517,On-site,2,14,94,0,25,0.82,Average,196,10,11,5.9,0
E02673,41,Male,High School,Single,4,Developer,Sales,62457,On-site,1,24,42,1,0,0.35,Average,235,6,31,8.9,1
E02674,58,Female,Master's,Divorced,5,Manager,Sales,74050,Remote,3,20,95,1,38,0.04,Average,271,17,8,3.9,1
E02675,24,Female,High School,Single,14,Manager,Sales,45535,On-site,2,42,55,0,34,0.86,Poor,194,11,29,7.8,0
E02676,54,Female,Bachelor's,Married,5,Analyst,IT,97336,Remote,3,8,97,0,11,0.73,Average,231,13,31,6.4,0
E02677,30,Other,Bachelor's,Single,2,Manager,Sales,107312,On-site,3,24,81,0,5,0.72,Good,196,19,14,3.9,0
E02678,30,Male,Bachelor's,Single,8,Manager,Marketing,143384,On-site,4,48,5,0,34,0.65,Average,264,13,8,7.5,1
E02679,25,Female,High School,Married,3,Developer,IT,88103,Remote,4,27,2,0,37,0.41,Average,178,16,8,3.5,0
E02680,56,Female,Bachelor's,Married,7,Developer,IT,62985,On-site,1,22,39,0,21,0.89,Average,211,5,3,4.7,0
E02681,38,Male,Bachelor's,Divorced,12,Sales,Sales,81149,On-site,2,28,77,0,41,0.37,Excellent,190,16,40,4.4,0
E02682,55,Female,High School,Married,3,Analyst,Sales,56150,Remote,5,29,37,0,9,0.27,Average,261,10,25,1.2,1
E02683,45,Male,High School,Divorced,14,Analyst,Sales,97292,Remote,3,24,16,0,34,0.54,Good,231,6,23,1.7,1
E02684,53,Female,Bachelor's,Divorced,5,Developer,Marketing,68454,On-site,1,19,50,1,24,0.46,Average,150,11,28,1.9,0
E02685,22,Female,Bachelor's,Married,0,Developer,Sales,146471,Remote,4,34,26,0,1,0.03,Average,211,16,2,8.0,0
E02686,29,Male,High School,Married,13,Developer,IT,140058,Remote,2,0,36,0,7,0.29,Good,173,13,13,4.5,0
E02687,44,Female,Bachelor's,Married,1,Analyst,HR,87651,On-site,4,45,25,0,46,0.38,Poor,258,3,9,6.7,0
E02688,33,Female,Master's,Single,14,Sales,IT,140022,On-site,3,38,77,0,2,0.79,Good,159,10,47,9.1,0
E02689,33,Male,High School,Married,5,Manager,IT,76911,Remote,4,23,59,0,47,0.4,Poor,270,9,48,5.7,0
E02690,36,Male,Bachelor's,Married,2,Manager,HR,147783,On-site,4,28,99,0,30,0.94,Average,262,0,13,8.7,1
E02691,40,Male,High School,Married,10,Developer,IT,56906,Remote,2,24,87,0,31,0.74,Average,245,17,5,9.5,0
E02692,47,Female,High School,Single,6,Developer,Marketing,148130,On-site,1,18,20,1,4,0.82,Average,153,15,9,2.8,0
E02693,50,Female,High School,Married,0,Analyst,IT,72689,On-site,3,18,64,0,0,0.89,Poor,290,2,5,8.3,0
E02694,43,Female,Bachelor's,Single,13,Developer,HR,39334,Remote,3,32,61,0,44,0.2,Good,282,9,19,7.6,0
E02695,42,Female,Master's,Married,2,Developer,Sales,142888,Remote,2,39,41,0,19,0.8,Average,197,14,36,9.3,0
E02696,59,Female,Bachelor's,Married,2,Developer,Sales,95597,Remote,1,22,95,0,1,0.19,Average,251,9,11,6.7,0
E02697,41,Male,Bachelor's,Single,13,Analyst,Sales,104748,On-site,2,48,62,0,7,0.55,Average,271,6,35,7.6,0
E02698,50,Female,Bachelor's,Divorced,11,Manager,HR,121535,Remote,2,38,74,0,37,0.31,Average,197,14,30,4.0,0
E02699,25,Male,Bachelor's,Married,0,Developer,Marketing,92603,On-site,4,34,57,0,23,0.5,Average,184,19,28,2.8,1
E02700,28,Male,Bachelor's,Divorced,14,Developer,IT,71511,Remote,1,27,80,0,39,0.21,Poor,214,4,26,4.9,0
E02701,49,Female,Master's,Single,3,Analyst,Sales,53769,Remote,3,47,61,0,13,0.96,Excellent,178,19,16,7.6,0
E02702,49,Male,Master's,Married,7,Analyst,Marketing,92473,On-site,5,36,66,0,39,0.67,Average,254,9,14,6.2,0
E02703,25,Female,Master's,Married,10,Analyst,IT,65775,On-site,3,40,28,0,24,0.25,Average,276,4,2,3.2,0
E02704,43,Female,Bachelor's,Married,6,Manager,Marketing,104294,Remote,2,2,18,0,16,0.24,Good,210,5,27,3.9,0
E02705,33,Male,Master's,Single,6,Developer,Sales,133246,On-site,5,43,96,0,28,0.16,Average,262,3,36,8.6,0
E02706,24,Male,Bachelor's,Single,13,Manager,Sales,31007,Remote,2,49,4,1,35,0.78,Average,157,16,17,8.2,0
E02707,43,Female,Master's,Divorced,14,Developer,IT,37256,On-site,5,11,65,0,8,0.48,Average,174,9,12,6.9,0
E02708,23,Female,Master's,Married,4,Analyst,Marketing,76595,On-site,4,7,8,0,0,0.89,Good,189,0,46,6.8,0
E02709,45,Male,High School,Divorced,13,Analyst,IT,40713,On-site,2,33,40,0,45,0.0,Average,169,17,40,5.9,0
E02710,55,Male,Bachelor's,Single,12,Sales,HR,53804,Remote,5,5,24,0,38,0.5,Poor,245,16,26,4.1,0
E02711,48,Female,Bachelor's,Divorced,3,Developer,Sales,51886,On-site,3,46,83,0,3,0.49,Good,174,12,7,6.2,0
E02712,22,Female,Master's,Married,9,Developer,Sales,92486,On-site,4,1,74,1,24,0.98,Average,223,13,5,3.3,1
E02713,29,Male,High School,Married,5,Developer,IT,31636,Remote,2,20,11,0,27,0.73,Good,176,13,20,4.2,0
E02714,44,Male,PhD,Single,1,Analyst,IT,87904,On-site,1,10,64,0,48,0.54,Excellent,265,4,12,9.8,0
E02715,59,Female,Bachelor's,Divorced,0,Developer,Sales,128665,On-site,4,32,87,0,7,0.58,Average,225,8,38,7.2,0
E02716,27,Female,High School,Married,12,Analyst,HR,131123,Remote,5,12,80,0,48,0.7,Average,272,15,48,1.0,0
E02717,43,Other,High School,Married,6,Developer,IT,78512,On-site,1,42,15,0,5,0.92,Average,172,7,22,4.9,0
E02718,46,Female,Master's,Single,12,Developer,IT,125168,Remote,1,14,54,1,49,0.06,Good,195,5,5,7.0,0
E02719,39,Female,High School,Married,3,Analyst,Sales,135858,On-site,1,11,37,0,26,0.06,Poor,273,12,9,8.0,0
E02720,38,Male,High School,Married,6,Developer,HR,66079,On-site,5,22,42,0,40,0.21,Average,250,7,15,6.9,0
E02721,33,Female,Bachelor's,Single,5,Developer,Sales,113768,On-site,4,17,7,1,45,0.44,Average,187,1,25,9.5,0
E02722,27,Male,Bachelor's,Married,10,Analyst,IT,147359,On-site,1,43,52,0,44,0.35,Poor,290,12,32,3.8,0
E02723,47,Female,Bachelor's,Single,8,Manager,Sales,110078,Remote,1,24,60,0,5,0.05,Average,183,16,30,9.3,1
E02724,48,Male,Bachelor's,Divorced,11,Sales,Sales,143398,Remote,5,28,87,0,49,0.6,Average,206,6,32,6.5,0
E02725,29,Male,Master's,Divorced,9,Sales,HR,87205,On-site,2,48,69,0,8,0.84,Average,250,9,11,1.6,0
E02726,40,Female,PhD,Single,5,Developer,IT,72132,On-site,2,19,45,0,37,0.06,Average,210,2,17,8.7,0
E02727,22,Female,Bachelor's,Single,2,Analyst,Marketing,48999,Remote,4,18,8,1,39,0.52,Good,253,18,18,6.9,0
E02728,50,Male,Master's,Married,6,Analyst,IT,104419,On-site,1,37,66,0,4,0.98,Poor,159,17,39,1.1,0
E02729,56,Female,Master's,Single,8,Analyst,HR,64685,Remote,3,35,99,0,26,0.05,Poor,229,4,1,9.7,0
E02730,35,Male,Bachelor's,Married,13,Developer,HR,31927,On-site,2,47,22,0,39,0.29,Average,232,6,26,4.1,0
E02731,56,Male,Bachelor's,Single,10,Manager,Sales,76360,Remote,1,13,30,0,40,0.44,Average,230,3,16,2.2,0
E02732,41,Female,Bachelor's,Married,9,Sales,HR,107983,On-site,4,33,33,0,0,0.17,Poor,245,15,41,1.0,0
E02733,34,Male,Bachelor's,Single,11,Manager,HR,105639,On-site,3,41,34,0,18,0.55,Excellent,275,16,19,7.6,0
E02734,59,Female,Bachelor's,Single,11,Developer,Sales,49525,Hybrid,2,42,47,0,47,0.85,Excellent,244,15,18,7.3,0
E02735,29,Male,Master's,Single,12,Analyst,Marketing,97367,On-site,2,29,80,0,35,0.37,Good,264,9,18,9.0,0
E02736,41,Female,PhD,Married,5,Analyst,HR,53792,On-site,1,9,20,0,23,0.01,Average,218,0,20,6.7,1
E02737,54,Female,High School,Married,6,Developer,HR,135372,On-site,1,47,66,0,45,0.61,Average,223,8,27,7.5,0
E02738,47,Male,High School,Single,7,Developer,Sales,49140,On-site,3,43,37,0,0,0.88,Good,246,4,1,9.6,0
E02739,42,Male,High School,Married,3,Developer,Sales,116178,On-site,5,7,52,0,2,0.79,Poor,151,13,30,1.6,0
E02740,30,Female,Master's,Married,4,Analyst,IT,115074,On-site,4,1,34,0,23,0.65,Poor,223,1,47,9.7,0
E02741,45,Female,High School,Single,3,Analyst,HR,117654,Remote,1,42,97,0,24,0.78,Average,210,2,29,1.1,0
E02742,58,Male,Bachelor's,Married,0,Developer,IT,49616,Remote,1,21,13,0,38,0.32,Excellent,229,17,40,5.8,0
E02743,38,Female,Bachelor's,Married,5,Developer,Sales,52370,Remote,2,23,79,0,13,0.49,Poor,237,5,21,3.2,1
E02744,45,Male,Bachelor's,Single,6,Developer,Sales,134297,On-site,3,5,57,0,32,0.38,Average,287,4,34,2.0,0
E02745,42,Male,Bachelor's,Single,1,Analyst,IT,107413,On-site,5,4,67,0,23,0.04,Good,289,12,33,3.1,0
E02746,34,Male,Master's,Married,5,Developer,IT,116255,Remote,5,29,72,0,25,0.25,Poor,253,12,21,9.3,1
E02747,32,Male,Bachelor's,Married,13,Analyst,HR,146653,On-site,4,29,37,0,10,0.5,Poor,265,15,49,4.3,0
E02748,40,Female,Master's,Single,10,Analyst,Sales,39927,Remote,4,31,14,0,2,0.65,Average,190,15,47,7.2,0
E02749,32,Female,Bachelor's,Divorced,1,Analyst,Sales,59157,On-site,1,2,53,0,19,0.02,Average,216,0,27,2.6,0
E02750,34,Female,High School,Married,9,Manager,IT,30670,Remote,3,11,64,0,43,0.93,Average,204,10,47,6.8,0
E02751,22,Female,High School,Single,12,Analyst,IT,98810,Remote,2,25,9,0,8,0.6,Average,211,10,24,7.0,0
E02752,40,Female,PhD,Single,4,Manager,Sales,40051,On-site,4,11,10,0,45,0.83,Poor,244,14,15,1.7,0
E02753,33,Female,Master's,Single,0,Analyst,HR,77527,On-site,5,33,94,0,40,0.18,Good,189,14,17,4.1,0
E02754,29,Female,High School,Married,2,Developer,HR,43305,Hybrid,1,41,35,0,19,0.63,Average,169,13,16,9.7,0
E02755,29,Female,Master's,Married,3,Sales,Sales,47604,On-site,1,8,97,0,7,0.08,Average,276,16,45,5.5,1
E02756,33,Female,Bachelor's,Married,3,Manager,HR,72025,On-site,2,7,56,0,19,0.45,Good,201,13,8,8.9,0
E02757,54,Male,Bachelor's,Married,1,Analyst,Sales,36357,Hybrid,3,21,37,0,16,0.7,Average,296,6,41,4.1,1
E02758,47,Female,High School,Single,7,Analyst,Sales,94171,Hybrid,5,46,80,1,35,0.66,Average,198,14,20,7.4,0
E02759,49,Female,Master's,Married,5,Manager,Sales,103980,On-site,1,8,67,0,10,0.23,Poor,286,9,12,4.3,0
E02760,26,Female,High School,Single,8,Manager,IT,83264,On-site,1,37,36,0,32,0.11,Average,262,5,6,5.8,0
E02761,29,Female,Bachelor's,Single,5,Analyst,HR,50115,On-site,4,23,17,1,45,0.36,Poor,289,10,30,10.0,0
E02762,46,Female,Bachelor's,Married,2,Developer,HR,66842,On-site,5,11,38,0,12,0.61,Average,184,11,43,4.9,0
E02763,48,Other,High School,Single,11,Developer,IT,87459,On-site,2,11,35,0,5,0.09,Excellent,177,8,44,3.2,1
E02764,44,Male,Bachelor's,Married,1,Sales,Sales,134315,On-site,1,45,39,0,1,0.84,Average,247,11,46,7.0,0
E02765,51,Female,High School,Divorced,8,Developer,HR,31227,On-site,5,17,6,0,40,0.5,Poor,211,11,5,1.2,1
E02766,44,Male,Bachelor's,Married,2,Analyst,Sales,47076,On-site,3,16,75,0,39,0.86,Excellent,200,13,17,3.9,0
E02767,41,Female,Master's,Single,5,Developer,IT,112731,On-site,5,39,18,0,46,0.65,Average,233,9,48,7.4,0
E02768,39,Female,Bachelor's,Single,9,Developer,IT,79040,Remote,3,36,36,0,21,0.97,Good,212,13,24,4.6,0
E02769,39,Male,Bachelor's,Single,1,Analyst,IT,48419,Remote,3,30,7,1,45,0.49,Good,257,12,21,8.2,0
E02770,23,Male,Bachelor's,Married,6,Sales,Sales,75850,Remote,2,8,73,1,24,0.73,Average,205,14,6,5.6,1
E02771,25,Female,Bachelor's,Married,13,Developer,Marketing,144838,Remote,1,38,35,0,35,0.49,Average,162,15,9,1.9,1
E02772,51,Male,Master's,Married,0,Developer,HR,32293,On-site,3,31,70,0,45,0.17,Poor,222,11,47,8.2,0
E02773,54,Male,High School,Married,8,Manager,Sales,72041,On-site,2,36,91,0,34,0.09,Average,186,2,12,9.7,0
E02774,57,Female,Master's,Married,0,Developer,IT,106484,Hybrid,5,18,40,1,24,0.24,Good,225,14,4,1.6,0
E02775,39,Male,Master's,Married,8,Developer,HR,137002,Remote,1,41,42,1,11,0.58,Good,204,5,40,9.8,1
E02776,58,Male,Master's,Single,10,Analyst,HR,126496,Remote,1,35,81,0,20,0.83,Average,239,3,18,3.7,0
E02777,40,Female,High School,Married,0,Analyst,IT,115687,On-site,2,2,36,0,5,0.14,Poor,159,14,2,6.1,1
E02778,49,Male,High School,Married,0,Manager,Sales,137611,On-site,2,23,64,0,29,0.92,Average,161,7,16,1.7,1
E02779,41,Male,Bachelor's,Single,7,Manager,IT,37780,Remote,4,35,53,1,21,0.48,Poor,230,15,18,8.4,0
E02780,54,Female,Master's,Divorced,0,Developer,Sales,88973,Remote,5,25,92,0,16,0.5,Good,253,0,14,5.0,0
E02781,33,Female,Bachelor's,Divorced,14,Manager,HR,64732,On-site,4,19,85,0,20,0.03,Average,259,10,34,4.8,0
E02782,36,Female,Bachelor's,Married,7,Sales,Marketing,68812,On-site,4,13,21,0,10,0.97,Average,248,15,6,9.5,0
E02783,23,Female,High School,Married,2,Developer,IT,124599,On-site,1,31,46,0,14,0.06,Average,156,18,32,4.5,0
E02784,50,Female,Bachelor's,Single,3,Analyst,IT,83293,On-site,4,7,44,0,13,0.29,Average,150,18,6,7.3,0
E02785,31,Male,Master's,Married,1,Analyst,Marketing,54730,On-site,5,36,87,0,24,0.63,Good,263,15,30,9.6,0
E02786,23,Male,High School,Single,12,Analyst,IT,106869,On-site,2,36,24,0,13,0.64,Average,298,2,0,9.5,0
E02787,32,Male,High School,Married,5,Manager,Sales,42166,On-site,1,10,19,0,7,0.43,Poor,272,12,12,8.4,0
E02788,34,Male,Bachelor's,Married,6,Manager,IT,149294,On-site,1,5,29,0,0,0.87,Average,225,8,27,9.4,1
E02789,31,Female,Bachelor's,Single,9,Analyst,Sales,58953,Remote,4,36,50,0,2,0.33,Average,281,6,15,4.5,0
E02790,35,Female,Master's,Married,2,Sales,HR,68313,On-site,5,31,70,0,47,0.15,Average,158,4,24,6.4,0
E02791,39,Male,Master's,Single,13,Sales,Sales,46413,Remote,2,32,2,1,17,0.04,Poor,169,6,24,5.2,0
E02792,30,Female,Bachelor's,Single,8,Developer,IT,112640,On-site,5,45,69,0,22,0.14,Poor,196,9,24,5.5,1
E02793,49,Male,High School,Single,2,Developer,Sales,77365,Remote,3,16,79,1,1,0.96,Good,192,16,3,7.4,1
E02794,24,Male,Bachelor's,Married,6,Developer,HR,142722,Remote,5,33,76,0,31,0.31,Average,230,14,34,1.5,1
E02795,41,Female,PhD,Single,14,Developer,HR,62210,Remote,3,34,6,0,47,0.66,Average,248,14,4,8.9,0
E02796,27,Male,Master's,Single,3,Manager,HR,73957,Remote,1,37,28,0,5,0.97,Excellent,205,0,6,9.6,0
E02797,48,Male,Master's,Single,4,Developer,Marketing,82439,On-site,5,49,54,0,19,0.89,Poor,156,18,45,3.9,1
E02798,23,Male,Bachelor's,Single,11,Sales,Sales,66571,Hybrid,5,21,74,0,5,0.5,Good,251,3,1,4.8,0
E02799,50,Male,Master's,Married,8,Manager,IT,60498,On-site,5,43,1,0,4,0.08,Good,202,0,39,9.3,1
E02800,59,Female,Master's,Divorced,2,Analyst,Sales,52562,Hybrid,4,37,87,0,16,0.72,Average,185,12,8,3.3,0
E02801,24,Female,Bachelor's,Single,2,Analyst,HR,48436,On-site,1,1,25,0,11,0.13,Average,163,12,12,9.2,0
E02802,37,Male,Bachelor's,Married,8,Manager,Sales,57493,On-site,5,31,44,0,31,0.15,Poor,294,12,33,8.4,0
E02803,51,Male,PhD,Single,8,Analyst,IT,149813,Remote,2,49,53,0,28,0.88,Average,237,14,24,9.5,0
E02804,23,Female,Bachelor's,Single,12,Analyst,IT,47654,Remote,1,22,37,0,46,0.67,Average,263,8,13,3.0,0
E02805,38,Female,High School,Single,3,Sales,HR,113036,On-site,5,12,8,0,4,0.93,Average,264,5,39,7.6,0
E02806,33,Male,High School,Divorced,0,Developer,Sales,64582,Remote,2,27,99,0,7,0.96,Good,235,7,24,3.6,0
E02807,56,Male,Bachelor's,Married,0,Sales,IT,52508,On-site,4,15,69,0,34,0.46,Poor,198,7,1,8.1,0
E02808,22,Female,Bachelor's,Married,11,Manager,IT,116330,On-site,2,12,53,0,14,0.67,Average,183,16,7,8.2,0
E02809,36,Female,High School,Married,8,Manager,Sales,49645,Remote,1,48,46,0,13,0.65,Good,290,5,26,2.0,0
E02810,47,Male,Master's,Single,5,Manager,IT,136340,On-site,1,23,93,0,47,0.11,Poor,241,9,13,1.5,0
E02811,58,Female,Master's,Divorced,4,Sales,IT,116559,On-site,3,3,77,0,23,0.62,Average,237,7,27,4.5,0
E02812,42,Male,Master's,Single,12,Manager,Sales,69680,Hybrid,3,37,47,0,43,0.11,Good,260,4,37,8.5,0
E02813,52,Female,Bachelor's,Single,14,Developer,Sales,81632,On-site,3,31,77,0,37,0.86,Average,283,18,2,2.7,1
E02814,46,Female,Bachelor's,Single,11,Analyst,Sales,78353,On-site,4,45,77,0,25,0.93,Good,286,7,5,6.2,0
E02815,44,Female,High School,Single,14,Manager,HR,117275,On-site,1,44,23,0,26,0.39,Poor,236,5,38,1.9,0
E02816,45,Male,Bachelor's,Single,9,Manager,IT,107681,Remote,4,25,81,0,0,0.69,Excellent,193,15,6,2.1,1
E02817,59,Male,Bachelor's,Married,12,Developer,Sales,147958,Remote,1,42,1,0,9,0.7,Average,177,11,33,6.7,0
E02818,49,Male,Master's,Single,2,Manager,IT,66260,Remote,3,14,95,0,16,0.05,Average,192,19,15,7.3,1
E02819,42,Female,Bachelor's,Married,2,Analyst,IT,127426,Remote,3,15,89,0,46,0.16,Poor,192,16,18,3.2,0
E02820,39,Male,High School,Single,1,Analyst,IT,118175,On-site,2,0,30,0,46,0.89,Average,209,2,35,7.3,0
E02821,57,Male,Bachelor's,Divorced,12,Developer,Sales,60710,On-site,3,27,20,0,8,0.2,Average,245,0,18,2.1,0
E02822,56,Male,Bachelor's,Single,6,Analyst,HR,100763,On-site,3,16,92,0,6,0.76,Average,218,4,18,5.8,1
E02823,30,Female,Master's,Married,8,Sales,Marketing,41794,Remote,5,15,77,1,27,0.59,Good,218,16,27,4.7,0
E02824,59,Male,Master's,Married,5,Analyst,IT,116450,On-site,1,30,63,0,32,0.71,Average,183,11,1,4.7,0
E02825,51,Male,High School,Single,9,Manager,Sales,119555,Hybrid,3,36,48,0,23,0.15,Average,210,15,17,1.4,0
E02826,55,Male,High School,Single,0,Developer,HR,59044,On-site,5,15,46,0,31,0.8,Poor,175,15,6,2.3,0
E02827,53,Female,High School,Single,5,Analyst,IT,56894,On-site,5,45,0,0,49,0.37,Average,212,14,12,8.9,0
E02828,24,Female,Master's,Single,10,Developer,Sales,92359,On-site,5,3,33,0,26,0.99,Good,290,15,34,9.8,0
E02829,24,Female,High School,Single,7,Sales,Sales,113816,Remote,3,42,31,1,20,0.43,Good,170,12,14,2.8,0
E02830,49,Female,High School,Married,7,Developer,HR,114156,On-site,4,23,62,0,21,0.32,Average,278,10,32,8.1,0
E02831,36,Female,Bachelor's,Married,13,Analyst,IT,52068,Hybrid,4,26,62,0,41,0.14,Good,198,7,21,9.7,0
E02832,44,Male,Bachelor's,Married,9,Analyst,Marketing,61431,Hybrid,1,34,51,0,22,0.07,Good,213,19,43,4.9,0
E02833,32,Female,High School,Single,12,Sales,IT,78639,On-site,4,33,38,0,22,0.88,Average,249,17,33,7.9,1
E02834,53,Male,Bachelor's,Married,2,Analyst,Marketing,45474,On-site,3,20,75,0,16,0.12,Average,202,10,41,6.6,0
E02835,57,Male,Bachelor's,Single,12,Developer,Sales,87018,On-site,1,44,47,0,4,0.88,Average,245,18,9,3.0,0
E02836,54,Female,Bachelor's,Single,0,Sales,Sales,81206,On-site,1,12,2,0,13,0.55,Excellent,280,16,29,6.5,0
E02837,45,Male,PhD,Single,4,Developer,IT,115458,On-site,1,8,13,0,12,0.66,Poor,172,0,48,6.9,1
E02838,55,Male,High School,Single,5,Analyst,HR,41611,Remote,2,6,85,0,7,0.81,Average,170,1,31,9.7,0
E02839,49,Male,Bachelor's,Married,9,Developer,HR,96635,On-site,3,43,25,0,30,0.54,Average,201,13,30,2.1,0
E02840,58,Female,Master's,Married,8,Manager,IT,91026,Hybrid,3,28,34,0,4,0.49,Excellent,248,10,15,8.6,0
E02841,28,Male,Master's,Married,1,Analyst,IT,114547,Hybrid,4,22,86,0,30,0.78,Good,288,18,18,4.5,0
E02842,25,Female,Bachelor's,Married,13,Analyst,IT,125265,On-site,4,47,3,1,11,0.42,Average,215,5,39,8.6,0
E02843,58,Female,Bachelor's,Divorced,0,Manager,IT,86838,On-site,3,17,44,0,11,0.08,Good,263,19,29,2.4,0
E02844,22,Female,High School,Married,14,Developer,IT,144101,On-site,2,23,25,0,44,0.63,Average,191,6,41,4.5,0
E02845,22,Male,Master's,Married,6,Developer,IT,55306,On-site,5,47,52,0,23,0.04,Average,241,16,1,7.9,0
E02846,41,Female,PhD,Single,1,Developer,Sales,57074,Remote,2,4,63,0,47,0.6,Poor,220,4,29,3.8,0
E02847,40,Male,Bachelor's,Single,10,Developer,Sales,127632,On-site,2,23,25,0,26,0.51,Average,204,6,42,4.0,0
E02848,50,Male,Bachelor's,Married,14,Analyst,Marketing,101819,On-site,4,20,89,0,19,0.31,Good,242,14,31,9.5,0
E02849,31,Male,High School,Single,1,Developer,IT,91753,On-site,2,43,93,0,35,0.35,Average,185,6,36,2.1,1
E02850,39,Female,Bachelor's,Married,2,Analyst,Sales,100098,On-site,4,28,28,0,24,0.45,Good,275,11,23,5.7,0
E02851,49,Male,Bachelor's,Single,13,Developer,HR,80995,Remote,4,32,95,0,34,0.49,Average,263,2,25,6.1,0
E02852,56,Male,Bachelor's,Married,3,Developer,Sales,143273,Remote,1,9,60,0,27,0.42,Poor,283,1,5,5.7,1
E02853,52,Male,High School,Divorced,12,Analyst,HR,47616,On-site,2,40,13,0,22,0.39,Good,151,19,5,5.1,0
E02854,48,Male,Bachelor's,Single,6,Developer,Sales,75879,On-site,2,20,92,0,29,0.32,Average,198,16,18,7.6,0
E02855,32,Female,Bachelor's,Married,0,Analyst,IT,144769,Remote,2,17,52,0,25,0.65,Good,234,17,32,9.7,1
E02856,59,Female,Bachelor's,Married,12,Developer,IT,86066,Remote,3,29,58,0,20,0.41,Average,240,17,1,2.1,0
E02857,26,Female,Bachelor's,Divorced,5,Developer,IT,83343,Remote,5,35,68,0,0,0.32,Average,266,18,9,3.7,0
E02858,29,Male,Bachelor's,Single,10,Developer,IT,110190,Remote,5,32,29,0,31,0.9,Average,282,12,14,4.6,1
E02859,55,Male,Master's,Married,6,Analyst,HR,59060,On-site,3,12,21,0,26,0.18,Average,223,7,3,5.1,1
E02860,33,Female,Bachelor's,Single,2,Developer,Sales,127944,On-site,2,4,95,0,19,0.15,Good,263,6,32,8.7,0
E02861,59,Male,Master's,Married,2,Developer,Sales,40610,On-site,4,49,80,0,43,0.78,Average,192,12,4,7.4,1
E02862,22,Female,Bachelor's,Married,1,Analyst,IT,46242,Hybrid,3,5,93,1,27,0.12,Good,202,16,47,9.5,0
E02863,52,Male,Master's,Married,4,Analyst,Sales,104823,On-site,4,19,5,0,10,0.27,Average,217,15,14,4.3,0
E02864,25,Female,Master's,Single,6,Analyst,IT,149859,Remote,3,36,4,0,0,0.35,Excellent,296,7,15,4.9,0
E02865,26,Male,Bachelor's,Married,10,Manager,IT,116479,On-site,2,11,40,0,36,0.29,Poor,261,14,29,4.1,0
E02866,51,Male,High School,Married,11,Manager,Sales,139663,Remote,2,11,99,0,46,0.73,Average,199,2,35,1.9,0
E02867,45,Female,Bachelor's,Single,13,Manager,Sales,100916,On-site,3,12,85,0,8,0.2,Poor,284,9,34,5.3,0
E02868,24,Female,PhD,Married,2,Developer,Sales,62611,On-site,2,4,46,0,12,0.69,Average,166,11,1,6.4,0
E02869,32,Male,Bachelor's,Married,6,Developer,IT,137322,On-site,1,19,22,0,45,0.29,Poor,206,10,16,5.3,0
